"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2017-01-27T22:16:42Z"
"Version","20170127221642"
"OfferCode","AmazonS3"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Availability","Storage Class","Volume Type","Fee Code","Fee Description","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Durability"
"NY4HWA5BPEYJDPNS","JRTCKXETXF","NY4HWA5BPEYJDPNS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (London) data transfer to Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","EU (London)","AWS Region","Asia Pacific (Singapore)","AWS Region","EUW2-APS1-AWS-Out-Bytes","",
"RHVSFHN6SSNCEAGW","JRTCKXETXF","RHVSFHN6SSNCEAGW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Ohio) data transfer from EU (Germany)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","US East (Ohio)","AWS Region","EU (Frankfurt)","AWS Region","USE2-EUC1-AWS-In-Bytes","",
"TB6772FY9TU65N5Y","JRTCKXETXF","TB6772FY9TU65N5Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer to Asia Pacific (Seoul)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","US East (Ohio)","AWS Region","Asia Pacific (Seoul)","AWS Region","USE2-APN2-AWS-Out-ABytes","",
"7K73AYXKS76XHKNF","JRTCKXETXF","7K73AYXKS76XHKNF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.008 per GB - Glacier Restore Fee (EUC1)","2017-01-01","0","Inf","GB","0.0080000000","USD","Fee","AmazonS3","EU (Frankfurt)","AWS Region",,,,"Glacier:PeakRestore","Pro-rated fee for retrieving greater than 5% of data stored",,,,,,,,"EUC1-Peak-Restore-Bytes-Delta","",
"56AHGU422G5EFW2N","JRTCKXETXF","56AHGU422G5EFW2N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.086 per GB - Asia Pacific (Mumbai) data transfer to US West (Northern California)","2017-01-01","0","Inf","GB","0.0860000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Mumbai)","AWS Region","US West (N. California)","AWS Region","APS3-USW1-AWS-Out-Bytes","",
"A66T79GE7UCFH7UW","JRTCKXETXF","A66T79GE7UCFH7UW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Amazon S3 accelerated data transfer in (from within US, Europe or Japan)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated AWS Inbound using edge locations within US, Europe or Japan","External","Other","Asia Pacific (Tokyo)","AWS Region","APN1-DataTransfer-In-ABytes-T1","",
"FP3BF6TAB8YG5CKU","JRTCKXETXF","FP3BF6TAB8YG5CKU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from Asia Pacific (Sydney)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","Asia Pacific (Sydney)","AWS Region","APS1-APS2-AWS-In-Bytes","",
"T977PE5WC9SA2PHP","JRTCKXETXF","T977PE5WC9SA2PHP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer to Asia Pacific (Sydney)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","Asia Pacific (Mumbai)","AWS Region","Asia Pacific (Sydney)","AWS Region","APS3-APS2-AWS-Out-ABytes","",
"YH2G5M9GK2MJ5M7C","JRTCKXETXF","YH2G5M9GK2MJ5M7C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - data transfer in per month","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"AWS Inbound","External","Other","South America (Sao Paulo)","AWS Region","SAE1-DataTransfer-In-Bytes","",
"9TVT6NPWSZ2J2WFS","JRTCKXETXF","9TVT6NPWSZ2J2WFS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer to EU (Ireland)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","South America (Sao Paulo)","AWS Region","EU (Ireland)","AWS Region","SAE1-EU-AWS-Out-ABytes-T2","",
"NUF3WVK2YUS5XBYF","JRTCKXETXF","NUF3WVK2YUS5XBYF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 PUT, COPY, POST or LIST requests to Standard-Infrequent Access    ","2017-01-01","0","Inf","Requests","0.0000100000","USD","API Request","AmazonS3","Asia Pacific (Seoul)","AWS Region",,,,,,"S3-API-SIA-Tier1","PUT/COPY/POST or LIST requests to Standard-Infrequent Access",,,,,,"APN2-Requests-SIA-Tier1","",
"PCAPTK7PGFE9TSUZ","JRTCKXETXF","PCAPTK7PGFE9TSUZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (London) data transfer from Canada (Central)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","EU (London)","AWS Region","Canada (Central)","AWS Region","EUW2-CAN1-AWS-In-Bytes","",
"PHGREBPW3547V5TW","JRTCKXETXF","PHGREBPW3547V5TW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Ohio) data transfer to Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","US East (Ohio)","AWS Region","Asia Pacific (Singapore)","AWS Region","USE2-APS1-AWS-Out-Bytes","",
"47PWSVVBAGA556RK","JRTCKXETXF","47PWSVVBAGA556RK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Seoul)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Seoul)","AWS Region","APN1-APN2-AWS-In-Bytes","",
"GVZKXJ328YZV7DBQ","JRTCKXETXF","GVZKXJ328YZV7DBQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Tokyo) Amazon S3 accelerated data transfer to Asia Pacific (Mumbai)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APN1-APS3-AWS-Out-ABytes-T1","",
"GUQZWUQ7WAS443C9","JRTCKXETXF","GUQZWUQ7WAS443C9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer from South America (Sao Paulo)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","EU (Frankfurt)","AWS Region","South America (Sao Paulo)","AWS Region","EUC1-SAE1-AWS-In-ABytes-T1","",
"RKP85G8MJCQ8ZHMJ","JRTCKXETXF","RKP85G8MJCQ8ZHMJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer to US West (Oregon)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","EU (Frankfurt)","AWS Region","US West (Oregon)","AWS Region","EUC1-USW2-AWS-Out-ABytes","",
"5RKM69S7HJP2XSFT","JRTCKXETXF","5RKM69S7HJP2XSFT.JRTCKXETXF.6YNURZBX9Y","OnDemand","$0.0240 per GB - first 1 TB / month of storage used - Reduced Redundancy Storage","2017-01-01","0","1024","GB-Mo","0.0240000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USE2-TimedStorage-RRS-ByteHrs","","99.99%"
"5RKM69S7HJP2XSFT","JRTCKXETXF","5RKM69S7HJP2XSFT.JRTCKXETXF.QUZRP4P8Y4","OnDemand","$0.0236 per GB - next 49 TB / month of storage used - Reduced Redundancy Storage","2017-01-01","1024","51200","GB-Mo","0.0236000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USE2-TimedStorage-RRS-ByteHrs","","99.99%"
"5RKM69S7HJP2XSFT","JRTCKXETXF","5RKM69S7HJP2XSFT.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.0232 per GB - next 450 TB / month of storage used - Reduced Redundancy Storage","2017-01-01","51200","512000","GB-Mo","0.0232000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USE2-TimedStorage-RRS-ByteHrs","","99.99%"
"5RKM69S7HJP2XSFT","JRTCKXETXF","5RKM69S7HJP2XSFT.JRTCKXETXF.YJ98HAVVPP","OnDemand","$0.0228 per GB - next 500 TB / month of storage used - Reduced Redundancy Storage","2017-01-01","512000","1024000","GB-Mo","0.0228000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USE2-TimedStorage-RRS-ByteHrs","","99.99%"
"5RKM69S7HJP2XSFT","JRTCKXETXF","5RKM69S7HJP2XSFT.JRTCKXETXF.J25EHUHHDK","OnDemand","$0.0224 per GB - next 4000 TB / month of storage used - Reduced Redundancy Storage","2017-01-01","1024000","5120000","GB-Mo","0.0224000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USE2-TimedStorage-RRS-ByteHrs","","99.99%"
"5RKM69S7HJP2XSFT","JRTCKXETXF","5RKM69S7HJP2XSFT.JRTCKXETXF.JR3K5QW8G3","OnDemand","$0.0220 per GB - storage used /  month over 5000 TB - Reduced Redundancy Storage","2017-01-01","5120000","Inf","GB-Mo","0.0220000000","USD","Storage","AmazonS3","US East (Ohio)","AWS Region","99.99%","Non-Critical Data","Reduced Redundancy",,,,,,,,,,"USE2-TimedStorage-RRS-ByteHrs","","99.99%"
"BRH3VSJJJJCHWK23","JRTCKXETXF","BRH3VSJJJJCHWK23.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Canada (Central) data transfer from Asia Pacific (Sydney)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","Canada (Central)","AWS Region","Asia Pacific (Sydney)","AWS Region","CAN1-APS2-AWS-In-Bytes","",
"KAUWCDX8Y63CUKC6","JRTCKXETXF","KAUWCDX8Y63CUKC6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Amazon S3 accelerated data transfer in (from within US, Europe or Japan)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated AWS Inbound using edge locations within US, Europe or Japan","External","Other","Canada (Central)","AWS Region","CAN1-DataTransfer-In-ABytes-T1","",
"FJAXUSPYAW5RHBUM","JRTCKXETXF","FJAXUSPYAW5RHBUM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer to Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","South America (Sao Paulo)","AWS Region","Asia Pacific (Singapore)","AWS Region","SAE1-APS1-AWS-Out-ABytes-T1","",
"APXQ4GKURK8CJHDH","JRTCKXETXF","APXQ4GKURK8CJHDH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Singapore) Amazon S3 accelerated data transfer to US West (Oregon)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","Asia Pacific (Singapore)","AWS Region","US West (Oregon)","AWS Region","APS1-USW2-AWS-Out-ABytes","",
"VA364QYHGQEGCP2U","JRTCKXETXF","VA364QYHGQEGCP2U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer to EU (London)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","Asia Pacific (Seoul)","AWS Region","EU (London)","AWS Region","APN2-EUW2-AWS-Out-ABytes-T1","",
"BRZD3VSRE7K7W2P7","JRTCKXETXF","BRZD3VSRE7K7W2P7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to EU (Germany)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","EU (Ireland)","AWS Region","US West (Oregon)","AWS Region","EU-USW2-AWS-Out-ABytes","",
"PJAH98BV9Y4AW4NY","JRTCKXETXF","PJAH98BV9Y4AW4NY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Amazon S3 accelerated data transfer out (to outside US, Europe or Japan)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated AWS Outbound using edge locations outside US, Europe or Japan","Asia Pacific (Seoul)","AWS Region","External","Other","APN2-DataTransfer-Out-ABytes-T2","",
"KP9V8KQ2PRT3XAUJ","JRTCKXETXF","KP9V8KQ2PRT3XAUJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer from US East (Ohio)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","Asia Pacific (Sydney)","AWS Region","US East (Ohio)","AWS Region","APS2-USE2-AWS-In-ABytes-T1","",
"WJDERSAGR6JDS6BF","JRTCKXETXF","WJDERSAGR6JDS6BF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Seoul) data transfer from EU (London)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","EU (London)","AWS Region","APN2-EUW2-AWS-In-Bytes","",
"3KP42AZNW55TF7ZK","JRTCKXETXF","3KP42AZNW55TF7ZK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer to US East (Northern Virginia)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","Asia Pacific (Mumbai)","AWS Region","US East (N. Virginia)","AWS Region","APS3-USE1-AWS-Out-ABytes","",
"MAANHPG224GDCAN8","JRTCKXETXF","MAANHPG224GDCAN8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer from Asia Pacific (Seoul)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","US East (N. Virginia)","AWS Region","Asia Pacific (Seoul)","AWS Region","USE1-APN2-AWS-In-ABytes-T1","",
"CCSCAT46VPGPU84V","JRTCKXETXF","CCSCAT46VPGPU84V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (London) Amazon S3 accelerated data transfer from US East (Northern Virginia)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","EU (London)","AWS Region","US East (N. Virginia)","AWS Region","EUW2-USE1-AWS-In-ABytes","",
"SEHK93FE2HN9SDTD","JRTCKXETXF","SEHK93FE2HN9SDTD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.019 per GB-Month prorated for objects deleted or overwritten before 30 days in Standard-Infrequent Access","2017-01-01","0","Inf","GB-Mo","0.0190000000","USD","Fee","AmazonS3","Asia Pacific (Mumbai)","AWS Region",,,,"S3:EarlyDelete-SIA","Pro-rated fee for objects deleted before 30 days in Standard-Infrequent Access volume",,,,,,,,"APS3-EarlyDelete-SIA","",
"CXT6934AJ2W6U8P9","JRTCKXETXF","CXT6934AJ2W6U8P9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0053 per 1,000 PUT, COPY, POST, or LIST requests","2017-01-01","0","Inf","Requests","0.0000053000","USD","API Request","AmazonS3","EU (London)","AWS Region",,,,,,"S3-API-Tier1","PUT/COPY/POST or LIST requests",,,,,,"EUW2-Requests-Tier1","",
"3XN365EHF7K5ZGMR","JRTCKXETXF","3XN365EHF7K5ZGMR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16 per GB - South America (Sao Paulo) data transfer to US West (Oregon)","2017-01-01","0","Inf","GB","0.1600000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","US West (Oregon)","AWS Region","SAE1-USW2-AWS-Out-Bytes","",
"A5Y6QSQNZBWPW5DP","JRTCKXETXF","A5Y6QSQNZBWPW5DP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access","2017-01-01","0","Inf","Requests","0.0000010000","USD","API Request","AmazonS3","Asia Pacific (Mumbai)","AWS Region",,,,,,"S3-API-SIA-Tier2","GET and all other requests  to Standard-Infrequent Access",,,,,,"APS3-Requests-SIA-Tier2","",
"UYXEDXF8M3UB96VH","JRTCKXETXF","UYXEDXF8M3UB96VH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Canada (Central) Amazon S3 accelerated data transfer to EU (Germany)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","Canada (Central)","AWS Region","EU (Frankfurt)","AWS Region","CAN1-EUC1-AWS-Out-ABytes","",
"PNNYX6RGRUJJCRST","JRTCKXETXF","PNNYX6RGRUJJCRST.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer from US East (Northern Virginia)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","Asia Pacific (Mumbai)","AWS Region","US East (N. Virginia)","AWS Region","APS3-USE1-AWS-In-ABytes-T1","",
"N4BYCFQHS8EJPYDA","JRTCKXETXF","N4BYCFQHS8EJPYDA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer to Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","EU (Frankfurt)","AWS Region","Asia Pacific (Singapore)","AWS Region","EUC1-APS1-AWS-Out-ABytes-T1","",
"FS9HVX75SPNHWER9","JRTCKXETXF","FS9HVX75SPNHWER9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer to EU (Ireland)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","Asia Pacific (Mumbai)","AWS Region","EU (Ireland)","AWS Region","APS3-EU-AWS-Out-ABytes-T1","",
"8WS45TTT2B9THJXR","JRTCKXETXF","8WS45TTT2B9THJXR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer from Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Singapore)","AWS Region","APS2-APS1-AWS-In-ABytes","",
"CU9VF2Y22BNTFJRT","JRTCKXETXF","CU9VF2Y22BNTFJRT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - Amazon S3 accelerated data transfer in","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated AWS Inbound (free)","External","Other","Canada (Central)","AWS Region","CAN1-DataTransfer-In-ABytes","",
"K6GEHTRQEW4T74W6","JRTCKXETXF","K6GEHTRQEW4T74W6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer from US West (Northern California)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","Asia Pacific (Seoul)","AWS Region","US West (N. California)","AWS Region","APN2-USW1-AWS-In-ABytes-T2","",
"C3YYV9WUCAUHMUXX","JRTCKXETXF","C3YYV9WUCAUHMUXX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.055 per 1,000 Glacier requests","2017-01-01","0","Inf","Requests","0.0000550000","USD","API Request","AmazonS3","Canada (Central)","AWS Region",,,,,,"S3-API-Tier3","Glacier Requests",,,,,,"CAN1-Requests-Tier3","",
"C378E256SNKERC5B","JRTCKXETXF","C378E256SNKERC5B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Mumbai) data transfer from EU (Germany)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","EU (Frankfurt)","AWS Region","APS3-EUC1-AWS-In-Bytes","",
"DF4BY5UT7Z8BKZ83","JRTCKXETXF","DF4BY5UT7Z8BKZ83.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer from EU (Germany)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","US East (N. Virginia)","AWS Region","EU (Frankfurt)","AWS Region","USE1-EUC1-AWS-In-ABytes-T1","",
"S3NNY463YFGWNGW4","JRTCKXETXF","S3NNY463YFGWNGW4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to Canada (Central)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","US East (N. Virginia)","AWS Region","Canada (Central)","AWS Region","USE1-CAN1-AWS-Out-ABytes","",
"BEVMYWWQSJZS4KQY","JRTCKXETXF","BEVMYWWQSJZS4KQY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - South America (Sao Paulo) data transfer from Canada (Central)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","South America (Sao Paulo)","AWS Region","Canada (Central)","AWS Region","SAE1-CAN1-AWS-In-Bytes","",
"FUDV6EERMYBFBG7H","JRTCKXETXF","FUDV6EERMYBFBG7H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from EU (Ireland)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","EU (Ireland)","AWS Region","EUC1-EU-AWS-In-Bytes","",
"NGKDGFMDJUFN9HTU","JRTCKXETXF","NGKDGFMDJUFN9HTU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer from US West (Oregon)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","Asia Pacific (Mumbai)","AWS Region","US West (Oregon)","AWS Region","APS3-USW2-AWS-In-ABytes-T1","",
"AWHBNXK5VNAPN3J7","JRTCKXETXF","AWHBNXK5VNAPN3J7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - AWS GovCloud (US) data transfer from EU (London)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","AWS GovCloud (US)","AWS Region","EU (London)","AWS Region","UGW1-EUW2-AWS-In-Bytes","",
"AYUFXW78ZFBHB4W2","JRTCKXETXF","AYUFXW78ZFBHB4W2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer to US West (Oregon)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","Asia Pacific (Seoul)","AWS Region","US West (Oregon)","AWS Region","APN2-USW2-AWS-Out-ABytes-T1","",
"9DEJHBACUYEYMVN8","JRTCKXETXF","9DEJHBACUYEYMVN8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","US West (Oregon)","AWS Region","Asia Pacific (Singapore)","AWS Region","USW2-APS1-AWS-In-Bytes","",
"Z9BUZBPVEHSKFGSS","JRTCKXETXF","Z9BUZBPVEHSKFGSS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Singapore) Amazon S3 accelerated data transfer from Asia Pacific (Mumbai)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","Asia Pacific (Singapore)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APS1-APS3-AWS-In-ABytes","",
