"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2017-01-27T22:16:42Z"
"Version","20170127221642"
"OfferCode","AmazonS3"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Availability","Storage Class","Volume Type","Fee Code","Fee Description","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Durability"
"7T5DTMYF4DCEPV49","JRTCKXETXF","7T5DTMYF4DCEPV49.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0275 per 1,000 - Bulk Glacier requests","2017-01-01","0","Inf","Requests","0.0000275000","USD","API Request","AmazonS3","Canada (Central)","AWS Region",,,,,,"S3-API-Tier5","Bulk Glacier Restore Requests",,,,,,"CAN1-Requests-Tier5","",
"MS5U2UJYQ6DQYVCS","JRTCKXETXF","MS5U2UJYQ6DQYVCS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per GB-Month prorated for small objects deleted or overwritten before 30 days in Standard-Infrequent Access","2017-01-01","0","Inf","GB-Mo","0.0125000000","USD","Fee","AmazonS3","US East (N. Virginia)","AWS Region",,,,"S3:EarlyDelete-SIA-SmallObjects","Pro-rated fee for small objects deleted before 30 days in Standard-Infrequent Access volume",,,,,,,,"EarlyDelete-SIA-SmObjects","",
"ZPYR5FVPN6K42CFW","JRTCKXETXF","ZPYR5FVPN6K42CFW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer in to EU (London) from CloudFront","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","EU (London)","AWS Region","Amazon CloudFront","AWS Edge Location","EUW2-CloudFront-In-Bytes","",
"E9YHNFENF4XQBZR6","JRTCKXETXF","E9YHNFENF4XQBZR6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per 1,000 PUT, COPY, POST, or LIST requests","2017-01-01","0","Inf","Requests","0.0000050000","USD","API Request","AmazonS3","US East (N. Virginia)","AWS Region",,,,,,"S3-API-Tier1","PUT/COPY/POST or LIST requests",,,,,,"Requests-Tier1","",
"84G6KSFBGCU9CEC9","JRTCKXETXF","84G6KSFBGCU9CEC9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0035 per 10,000 GET and all other requests        ","2017-01-01","0","Inf","Requests","0.0000003500","USD","API Request","AmazonS3","Asia Pacific (Seoul)","AWS Region",,,,,,"S3-API-Tier2","GET and all other requests",,,,,,"APN2-Requests-Tier2","",
"XMKN5D6YPC35GK44","JRTCKXETXF","XMKN5D6YPC35GK44.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer to US East (Ohio)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","South America (Sao Paulo)","AWS Region","US East (Ohio)","AWS Region","SAE1-USE2-AWS-Out-ABytes","",
"8YXT46USMW3GSJN9","JRTCKXETXF","8YXT46USMW3GSJN9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Canada (Central) Amazon S3 accelerated data transfer to EU (Germany)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","Canada (Central)","AWS Region","EU (Frankfurt)","AWS Region","CAN1-EUC1-AWS-Out-ABytes-T2","",
"VC5RYZ28QCUQEZBP","JRTCKXETXF","VC5RYZ28QCUQEZBP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.080 per GB - Amazon S3 accelerated data transfer in (from outside US, Europe or Japan)","2017-01-01","0","Inf","GB","0.0800000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated AWS Inbound using edge locations outside US, Europe or Japan","External","Other","South America (Sao Paulo)","AWS Region","SAE1-DataTransfer-In-ABytes-T2","",
"QA6WG3M29MJYBU4X","JRTCKXETXF","QA6WG3M29MJYBU4X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per GB-Month prorated for objects deleted or overwritten before 30 days in Standard-Infrequent Access","2017-01-01","0","Inf","GB-Mo","0.0125000000","USD","Fee","AmazonS3","EU (Ireland)","AWS Region",,,,"S3:EarlyDelete-SIA","Pro-rated fee for objects deleted before 30 days in Standard-Infrequent Access volume",,,,,,,,"EU-EarlyDelete-SIA","",
"2HBA5YAC4JN3RJQQ","JRTCKXETXF","2HBA5YAC4JN3RJQQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - Amazon S3 accelerated data transfer in","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated AWS Inbound (free)","External","Other","Asia Pacific (Sydney)","AWS Region","APS2-DataTransfer-In-ABytes","",
"2WRVG9R25UCQDFU9","JRTCKXETXF","2WRVG9R25UCQDFU9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Singapore) Amazon S3 accelerated data transfer to US East (Ohio)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","Asia Pacific (Singapore)","AWS Region","US East (Ohio)","AWS Region","APS1-USE2-AWS-Out-ABytes","",
"WQPUCFMJ6FZDMVVG","JRTCKXETXF","WQPUCFMJ6FZDMVVG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Tokyo) Amazon S3 accelerated data transfer from Asia Pacific (Sydney)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Sydney)","AWS Region","APN1-APS2-AWS-In-ABytes","",
"8S2ERBPDJE973SW6","JRTCKXETXF","8S2ERBPDJE973SW6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 transitions to Standard-Infrequent Access","2017-01-01","0","Inf","Requests","0.0000100000","USD","API Request","AmazonS3","AWS GovCloud (US)","AWS Region",,,,,,"S3-API-Tier4","Lifecycle Transition Requests into Standard-Infrequent Access",,,,,,"UGW1-Requests-Tier4","",
"NX3D399CWDHFA6CE","JRTCKXETXF","NX3D399CWDHFA6CE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer to US East (Northern Virginia)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","South America (Sao Paulo)","AWS Region","US East (N. Virginia)","AWS Region","SAE1-USE1-AWS-Out-ABytes-T2","",
"UJ844B8DVMQUFJQP","JRTCKXETXF","UJ844B8DVMQUFJQP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per 1,000 PUT, COPY, POST, or LIST requests","2017-01-01","0","Inf","Requests","0.0000050000","USD","API Request","AmazonS3","Asia Pacific (Mumbai)","AWS Region",,,,,,"S3-API-Tier1","PUT/COPY/POST or LIST requests",,,,,,"APS3-Requests-Tier1","",
"ZNWY5TP67BEXM2DQ","JRTCKXETXF","ZNWY5TP67BEXM2DQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Canada (Central) data transfer from US East (Ohio)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","Canada (Central)","AWS Region","US East (Ohio)","AWS Region","CAN1-USE2-AWS-In-Bytes","",
"D8DTBUTBYHZWXHNX","JRTCKXETXF","D8DTBUTBYHZWXHNX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Canada (Central) Amazon S3 accelerated data transfer to Asia Pacific (Seoul)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","Canada (Central)","AWS Region","Asia Pacific (Seoul)","AWS Region","CAN1-APN2-AWS-Out-ABytes-T1","",
"W4TSNAPE4GC8NMVF","JRTCKXETXF","W4TSNAPE4GC8NMVF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.036 per GB - Expedited retrieval fee","2017-01-01","0","Inf","GB","0.0360000000","USD","Fee","AmazonS3","Asia Pacific (Sydney)","AWS Region",,,,"S3-Expedited-Retrieval","Fee for Expedited Retrieval of data stored",,,,,,,,"APS2-Expedited-Retrieval-Bytes","",
"SH8VDH5DJ38VWBW5","JRTCKXETXF","SH8VDH5DJ38VWBW5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer to EU (Ireland)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","US East (Ohio)","AWS Region","EU (Ireland)","AWS Region","USE2-EU-AWS-Out-ABytes-T1","",
"KPY3WFWFW5T74XV9","JRTCKXETXF","KPY3WFWFW5T74XV9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer to US West (Oregon)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","South America (Sao Paulo)","AWS Region","US West (Oregon)","AWS Region","SAE1-USW2-AWS-Out-ABytes-T1","",
"TEKTG5QDEGEWNY2K","JRTCKXETXF","TEKTG5QDEGEWNY2K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - flat fee for all bytes retrieved in Standard-Infrequent Access   ","2017-01-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","Asia Pacific (Seoul)","AWS Region",,,,,,"S3-API-SIA-Retrieval","Object Retrieval in Standard-Infrequent Access",,,,,,"APN2-Retrieval-SIA","",
"2QGEV5ETHQT4YSJ9","JRTCKXETXF","2QGEV5ETHQT4YSJ9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer from Asia Pacific (Mumbai)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","Asia Pacific (Seoul)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APN2-APS3-AWS-In-ABytes-T1","",
"WCSYKU54VMFF8R7Y","JRTCKXETXF","WCSYKU54VMFF8R7Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer from Asia Pacific (Tokyo)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","Asia Pacific (Seoul)","AWS Region","Asia Pacific (Tokyo)","AWS Region","APN2-APN1-AWS-In-ABytes","",
"MPV4VPBPK2E3XP26","JRTCKXETXF","MPV4VPBPK2E3XP26.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer to US West (Northern California)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","Asia Pacific (Mumbai)","AWS Region","US West (N. California)","AWS Region","APS3-USW1-AWS-Out-ABytes","",
"Y3F6K92K2ZQH2VGZ","JRTCKXETXF","Y3F6K92K2ZQH2VGZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (London) Amazon S3 accelerated data transfer from EU (Germany)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","EU (London)","AWS Region","EU (Frankfurt)","AWS Region","EUW2-EUC1-AWS-In-ABytes-T1","",
"V9S5MD9W4FMJT6PB","JRTCKXETXF","V9S5MD9W4FMJT6PB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.050 per 1,000 Glacier requests","2017-01-01","0","Inf","Requests","0.0000500000","USD","API Request","AmazonS3","US West (Oregon)","AWS Region",,,,,,"S3-API-Tier3","Glacier Requests",,,,,,"USW2-Requests-Tier3","",
"UY7ZEDWSDQEJKEKT","JRTCKXETXF","UY7ZEDWSDQEJKEKT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer from Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","US West (N. California)","AWS Region","Asia Pacific (Singapore)","AWS Region","USW1-APS1-AWS-In-ABytes-T2","",
"9WFU4FXWTJY9FBAX","JRTCKXETXF","9WFU4FXWTJY9FBAX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Sydney)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","US West (N. California)","AWS Region","Asia Pacific (Sydney)","AWS Region","USW1-APS2-AWS-In-Bytes","",
"QBKMRPE3Y8EFGEKE","JRTCKXETXF","QBKMRPE3Y8EFGEKE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to Asia Pacific (Mumbai)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","US East (N. Virginia)","AWS Region","Asia Pacific (Mumbai)","AWS Region","USE1-APS3-AWS-Out-ABytes","",
"GQWD53582JY5V942","JRTCKXETXF","GQWD53582JY5V942.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer to Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","US West (N. California)","AWS Region","Asia Pacific (Singapore)","AWS Region","USW1-APS1-AWS-Out-ABytes-T1","",
"UKBVH547WD2CMK64","JRTCKXETXF","UKBVH547WD2CMK64.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer from Asia Pacific (Mumbai)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","South America (Sao Paulo)","AWS Region","Asia Pacific (Mumbai)","AWS Region","SAE1-APS3-AWS-In-ABytes-T1","",
"QNHSW9SZ2JR4SJB3","JRTCKXETXF","QNHSW9SZ2JR4SJB3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to EU (Ireland)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","US East (N. Virginia)","AWS Region","EU (Ireland)","AWS Region","USE1-EU-AWS-Out-ABytes-T1","",
"37BFV2RKARNQX5SB","JRTCKXETXF","37BFV2RKARNQX5SB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer to Canada (Central)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","US West (N. California)","AWS Region","Canada (Central)","AWS Region","USW1-CAN1-AWS-Out-ABytes","",
"QX8HRAHPWHJUW379","JRTCKXETXF","QX8HRAHPWHJUW379.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Germany) data transfer to EU (Ireland)","2017-01-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","EU (Ireland)","AWS Region","EUC1-EU-AWS-Out-Bytes","",
"STANFP5BZ9YCG63G","JRTCKXETXF","STANFP5BZ9YCG63G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to EU (Ireland)","2017-01-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","EU (Ireland)","AWS Region","APN1-EU-AWS-Out-Bytes","",
"N9AM5739WHNFXWQ3","JRTCKXETXF","N9AM5739WHNFXWQ3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Canada (Central) Amazon S3 accelerated data transfer to Asia Pacific (Tokyo)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","Canada (Central)","AWS Region","Asia Pacific (Tokyo)","AWS Region","CAN1-APN1-AWS-Out-ABytes-T1","",
"DAHUWJNGKEMNBEFD","JRTCKXETXF","DAHUWJNGKEMNBEFD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Canada (Central) Amazon S3 accelerated data transfer to EU (Ireland)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","Canada (Central)","AWS Region","EU (Ireland)","AWS Region","CAN1-EU-AWS-Out-ABytes-T2","",
"568B7XPAHUK5SDUX","JRTCKXETXF","568B7XPAHUK5SDUX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to US East (Ohio)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","US East (N. Virginia)","AWS Region","US East (Ohio)","AWS Region","USE1-USE2-AWS-Out-ABytes","",
"CHMCHK8XUFQ7D6K2","JRTCKXETXF","CHMCHK8XUFQ7D6K2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Mumbai)","2017-01-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APN1-APS3-AWS-Out-Bytes","",
"T8G3RQJQ7HU6XYRS","JRTCKXETXF","T8G3RQJQ7HU6XYRS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer to US East (Ohio)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","Asia Pacific (Mumbai)","AWS Region","US East (Ohio)","AWS Region","APS3-USE2-AWS-Out-ABytes","",
"Z4SE3FQUDFFRQUGY","JRTCKXETXF","Z4SE3FQUDFFRQUGY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (London) data transfer from US West (Oregon)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","EU (London)","AWS Region","US West (Oregon)","AWS Region","EUW2-USW2-AWS-In-Bytes","",
"9CXFR7CCD7P3WSV5","JRTCKXETXF","9CXFR7CCD7P3WSV5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012 per GB - Standard retrieval fee","2017-01-01","0","Inf","GB","0.0120000000","USD","Fee","AmazonS3","EU (Frankfurt)","AWS Region",,,,"S3-Standard-Retrieval","Fee for Standard Retrieval of data stored",,,,,,,,"EUC1-Standard-Retrieval-Bytes","",
"TAPKRE8K4Y7GN62N","JRTCKXETXF","TAPKRE8K4Y7GN62N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Ohio) data transfer from Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Inbound","US East (Ohio)","AWS Region","Asia Pacific (Singapore)","AWS Region","USE2-APS1-AWS-In-Bytes","",
"82ASQFB8D7VNNGSN","JRTCKXETXF","82ASQFB8D7VNNGSN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from Asia Pacific (Singapore)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","EU (Ireland)","AWS Region","Asia Pacific (Singapore)","AWS Region","EU-APS1-AWS-In-ABytes","",
"848UZP5UDAMDZQR7","JRTCKXETXF","848UZP5UDAMDZQR7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.026 per GB-Month of storage used for small objects","2017-01-01","0","Inf","GB-Mo","0.0260000000","USD","Fee","AmazonS3","South America (Sao Paulo)","AWS Region",,,,"S3-Storage-SIA-SmObject","Fee for storing small objects (<128KB) in SIA Storage",,,,,,,,"SAE1-TimedStorage-SIA-SmObjects","",
"AS2KHZTBK3JXDXJY","JRTCKXETXF","AS2KHZTBK3JXDXJY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 transitions to Standard-Infrequent Access","2017-01-01","0","Inf","Requests","0.0000100000","USD","API Request","AmazonS3","EU (Ireland)","AWS Region",,,,,,"S3-API-Tier4","Lifecycle Transition Requests into Standard-Infrequent Access",,,,,,"EU-Requests-Tier4","",
"ADRMXUTPRN2DZBNR","JRTCKXETXF","ADRMXUTPRN2DZBNR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer to Asia Pacific (Seoul)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Seoul)","AWS Region","APS2-APN2-AWS-Out-ABytes-T2","",
"E32RR3NTDD8UGQAY","JRTCKXETXF","E32RR3NTDD8UGQAY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to Asia Pacific (Tokyo)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","US East (N. Virginia)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USE1-APN1-AWS-Out-ABytes-T2","",
"KFT285BCJYBX2SQ6","JRTCKXETXF","KFT285BCJYBX2SQ6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Canada (Central) Amazon S3 accelerated data transfer from South America (Sao Paulo)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","Canada (Central)","AWS Region","South America (Sao Paulo)","AWS Region","CAN1-SAE1-AWS-In-ABytes-T2","",
"DMPCWQ4BE2SFMRJM","JRTCKXETXF","DMPCWQ4BE2SFMRJM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US West (Oregon) Amazon S3 accelerated data transfer to South America (Sao Paulo)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound from close by location","US West (Oregon)","AWS Region","South America (Sao Paulo)","AWS Region","USW2-SAE1-AWS-Out-ABytes","",
"V4TYG5PW7DJQGNQC","JRTCKXETXF","V4TYG5PW7DJQGNQC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Tokyo) Amazon S3 accelerated data transfer to Canada (Central)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","Asia Pacific (Tokyo)","AWS Region","Canada (Central)","AWS Region","APN1-CAN1-AWS-Out-ABytes-T1","",
"STSBECTJRR7D2NTD","JRTCKXETXF","STSBECTJRR7D2NTD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.013 per Expedited Glacier request","2017-01-01","0","Inf","Requests","0.0130000000","USD","API Request","AmazonS3","AWS GovCloud (US)","AWS Region",,,,,,"S3-API-Tier6","Expedited Glacier Restore Requests",,,,,,"UGW1-Requests-Tier6","",
"PWWB4F67RKDJ2DMD","JRTCKXETXF","PWWB4F67RKDJ2DMD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of EU (Germany) to CloudFront","2017-01-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","Amazon CloudFront","AWS Edge Location","EUC1-CloudFront-Out-Bytes","",
"TMYWNY4N8J7WHASK","JRTCKXETXF","TMYWNY4N8J7WHASK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.025 per 1,000 - Bulk Glacier requests","2017-01-01","0","Inf","Requests","0.0000250000","USD","API Request","AmazonS3","US West (Oregon)","AWS Region",,,,,,"S3-API-Tier5","Bulk Glacier Restore Requests",,,,,,"USW2-Requests-Tier5","",
"KP8J8PNT7F9Q6FDQ","JRTCKXETXF","KP8J8PNT7F9Q6FDQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US West (Oregon) Amazon S3 accelerated data transfer from Canada (Central)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound from close by location","US West (Oregon)","AWS Region","Canada (Central)","AWS Region","USW2-CAN1-AWS-In-ABytes","",
"PGXVZQWQHRDEFNKQ","JRTCKXETXF","PGXVZQWQHRDEFNKQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer to US East (Northern Virginia)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","US West (N. California)","AWS Region","US East (N. Virginia)","AWS Region","USW1-USE1-AWS-Out-ABytes-T2","",
"FSRVAJ4HMXQVPJQR","JRTCKXETXF","FSRVAJ4HMXQVPJQR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer from Asia Pacific (Sydney)","2017-01-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer",,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","Asia Pacific (Mumbai)","AWS Region","Asia Pacific (Sydney)","AWS Region","APS3-APS2-AWS-In-ABytes-T2","",
